Study_ID,ES_ID,Title,Year,Authors,Outcome_Name,Outcome_Dimension,Blooms_Level,n_Treatment,n_Control,M_Treatment,SD_Treatment,M_Control,SD_Control,Hedges_g,SE_g,Verification_Status,Verification_Confidence,Data_Tier
33,033_02,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Analysis Skill,cognitive,analyze,30.0,,3.77,1.19,2.1,1.06,,,OCR_VERIFIED,100.0,1
33,033_03,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Collective Inference Skill,cognitive,understand,30.0,,1.9,0.8,1.27,0.83,,,OCR_VERIFIED,100.0,1
33,033_04,The Impact of Media Literacy on Developing Media Students' Skills in Verifying AI-Generated Images Published on Social Media Platforms,2025.0,Haneen Saad Salman; Farid Saleh Fayyad,Evaluation Skill,cognitive,evaluate,30.0,,2.0,0.45,1.13,0.82,,,OCR_VERIFIED,100.0,1
34,034_01,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Pre-Training,cognitive,,75.0,75.0,78.0,6.0,75.0,5.0,0.5405,0.1663,MANUAL_VERIFIED,100.0,1
34,034_02,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Post-Training,cognitive,,75.0,75.0,85.0,5.0,78.0,6.0,1.2611,0.1788,MANUAL_VERIFIED,100.0,1
34,034_03,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Pre-Training,behavioral,,75.0,75.0,82.0,4.0,70.0,4.0,2.9848,0.2374,MANUAL_VERIFIED,100.0,1
34,034_04,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Post-Training,behavioral,,75.0,75.0,82.0,4.0,72.0,5.0,2.1974,0.2068,MANUAL_VERIFIED,100.0,1
34,034_05,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Pre-Training,affective,,75.0,75.0,80.0,3.0,68.0,3.0,3.9797,0.2819,MANUAL_VERIFIED,100.0,1
34,034_06,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Post-Training,affective,,75.0,75.0,80.0,3.0,70.0,4.0,2.8141,0.2304,MANUAL_VERIFIED,100.0,1
34,034_07,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Paired t-test,cognitive,,75.0,75.0,,,,,0.9065847519076502,0.1714827096472747,MANUAL_VERIFIED,100.0,1
34,034_08,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Performance - Independent t-test,cognitive,,75.0,75.0,,,,,1.4817299170963745,0.184350423082585,MANUAL_VERIFIED,100.0,1
34,034_09,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Paired t-test,behavioral,,75.0,75.0,,,,,0.3980524448340041,0.1649085175568394,MANUAL_VERIFIED,100.0,1
34,034_10,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - Independent t-test,behavioral,,75.0,75.0,,,,,0.8838388979171358,0.1710864420643492,MANUAL_VERIFIED,100.0,1
34,034_11,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Paired t-test,affective,,75.0,75.0,,,,,1.6263285603217883,0.1883697125877577,MANUAL_VERIFIED,100.0,1
34,034_12,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Control Group Paired t-test,affective,,75.0,75.0,,,,,0.4841617492266662,0.1656745061801827,MANUAL_VERIFIED,100.0,1
34,034_13,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Experimental Group Independent t-test,affective,,75.0,75.0,,,,,0.9715729061662632,0.1726649347917941,MANUAL_VERIFIED,100.0,1
34,034_14,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - Control Group Independent t-test,affective,,75.0,75.0,,,,,2.022756301299327,0.2007614094262651,MANUAL_VERIFIED,100.0,1
34,034_15,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Academic Achievement - ANOVA,cognitive,,75.0,75.0,,,,,0.8800437563348654,0.1710212171346387,MANUAL_VERIFIED,100.0,1
34,034_16,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Moral Behavior Level - ANOVA,behavioral,,75.0,75.0,,,,,0.9300631381640688,0.1719013034754885,MANUAL_VERIFIED,100.0,1
34,034_17,The Influence of Education Using Artificial Intelligence Technologies on the Formation of Moral Behavior and Self-Efficacy in Medical Students,2025.0,Nataliya Kasimovskaya,Self-Efficacy - ANOVA,affective,,75.0,75.0,,,,,1.0031148444752012,0.1732651089247006,MANUAL_VERIFIED,100.0,1
35,035_01,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,autonomous motivation,affective,,168.0,118.0,,,,,,,OCR_VERIFIED,100.0,1
35,035_02,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,autonomy,affective,,168.0,118.0,4.068,0.815,4.044,0.845,0.0289,0.1201,OCR_VERIFIED,100.0,1
35,035_03,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,competence,affective,,168.0,118.0,4.152,0.894,4.469,0.831,-0.364,0.1211,OCR_VERIFIED,100.0,1
35,035_04,The Motivational Impact of GenAI Tools in Language Learning: a Quasi‐Experiment Study,2025.0,Renfeng Jiang; Yang Gang; Shen Qi,relatedness,affective,,168.0,118.0,3.673,0.924,3.756,0.86,-0.0922,0.1202,OCR_VERIFIED,100.0,1
36,036_01,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Exercise programme,cognitive,apply,27.0,28.0,21.074,3.649,17.8,3.85,0.86,0.2819,MANUAL_VERIFIED,100.0,1
36,036_02,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Test programme,cognitive,apply,27.0,28.0,17.796,4.445,17.58,4.881,0.0456,0.2698,MANUAL_VERIFIED,100.0,1
36,036_03,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,,27.0,27.0,3.7963,0.72107,3.7222,0.75249,0.0991,0.2723,MANUAL_VERIFIED,100.0,1
36,036_04,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,,27.0,27.0,3.5648,0.48334,3.3056,0.66627,0.4389,0.2754,MANUAL_VERIFIED,100.0,1
36,036_05,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,,27.0,27.0,2.7259,0.77885,2.5556,0.9337,0.1952,0.2728,MANUAL_VERIFIED,100.0,1
36,036_06,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,,27.0,27.0,3.99,0.57,3.8,0.67,0.301,0.2737,MANUAL_VERIFIED,100.0,1
36,036_07,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,,27.0,27.0,3.61,0.35,3.34,0.36,0.7495,0.2816,MANUAL_VERIFIED,100.0,1
36,036_08,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,,27.0,27.0,3.39,0.75,2.81,0.89,0.6945,0.2803,MANUAL_VERIFIED,100.0,1
37,037_01,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,54.0,54.0,4.08,0.59,3.5,0.524,0.7248,,OCR_VERIFIED,100.0,1
37,037_02,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,54.0,54.0,,,,,0.6752,,OCR_VERIFIED,100.0,1
37,037_03,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,197.0,197.0,4.06,0.65,,,0.799354543453101,0.1047050952060379,OCR_VERIFIED,100.0,1
37,037_04,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,247.0,247.0,4.08,0.63,3.47,0.6,0.9901,0.0953,OCR_VERIFIED,100.0,1
37,037_05,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,126.0,126.0,,,,,1.0169,,OCR_VERIFIED,100.0,1
37,037_06,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,121.0,121.0,,,,,0.4685,,OCR_VERIFIED,100.0,1
37,037_07,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,,58.0,58.0,3.91,0.47,3.41,0.51,1.0128,0.1972,OCR_VERIFIED,100.0,1
37,037_08,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,,58.0,58.0,,,,,0.7053,,OCR_VERIFIED,100.0,1
37,037_09,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,understanding,affective,,58.0,58.0,,,,,,,OCR_VERIFIED,100.0,1
37,037_10,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,validation,affective,,58.0,58.0,,,,,,,OCR_VERIFIED,100.0,1
37,037_11,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,caring,affective,,58.0,58.0,,,,,,,OCR_VERIFIED,100.0,1
38,038_01,Use and Effectiveness of Chatbots as Support Tools in GIS Programming Course Assignments,2025.0,Hartwig H. Hochmair,,,,,,,,,,,,OCR_VERIFIED,100.0,1
40,040_01,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,4.3,0.644,,,,,OCR_VERIFIED,100.0,1
40,040_02,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,1.98,0.635,,,,,OCR_VERIFIED,100.0,1
40,040_03,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/30,affective,,100.0,100.0,3.98,0.864,,,,,OCR_VERIFIED,100.0,1
40,040_04,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/23,affective,,100.0,100.0,3.77,1.004,,,,,OCR_VERIFIED,100.0,1
40,040_05,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,,,,,0.3815,,OCR_VERIFIED,100.0,1
40,040_06,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,,,,,0.4074,,OCR_VERIFIED,100.0,1
40,040_07,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,,,,,0.3208,,OCR_VERIFIED,100.0,1
40,040_08,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,,,,,0.0767,,OCR_VERIFIED,100.0,1
40,040_09,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,,,,,0.4812,,OCR_VERIFIED,100.0,1
40,040_10,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,,,,,0.7561,,OCR_VERIFIED,100.0,1
40,040_11,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,,,,,0.2451,,OCR_VERIFIED,100.0,1
40,040_12,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,,,,,0.2849,,OCR_VERIFIED,100.0,1
40,040_13,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,,,,,0.1664,,OCR_VERIFIED,100.0,1
40,040_14,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,,,,,0.1594,,OCR_VERIFIED,100.0,1
40,040_15,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,,,,,0.3118,,OCR_VERIFIED,100.0,1
40,040_16,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,,,,,0.4612,,OCR_VERIFIED,100.0,1
40,040_17,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Total Writing Performance Score,cognitive,create,20.0,20.0,21.2,0.359,17.61,0.354,9.8698,1.1479,OCR_VERIFIED,100.0,1
41,041_01,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,40.0,40.0,5.654,0.08,4.958,0.818,1.186,0.2425,VERIFIED,91.7,1
41,041_02,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,20.0,40.0,5.25,0.118,4.958,0.818,0.4275,0.2766,VERIFIED,91.7,1
41,041_03,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,,40.0,40.0,10.013,1.108,30.55,9.419,-3.0329,0.3279,VERIFIED,91.7,1
41,041_04,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,,20.0,40.0,15.15,1.491,30.55,9.419,-1.9561,0.3269,VERIFIED,91.7,1
41,041_05,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,40.0,40.0,0.631,0.011,0.618,0.102,0.1775,0.224,VERIFIED,91.7,1
41,041_06,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,20.0,40.0,0.51,0.018,0.618,0.102,-1.2649,0.2972,VERIFIED,91.7,1
42,042_01,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,D-scores (difference between response scores with and without feedback),cognitive,apply,11.0,10.0,0.136,0.595,-0.575,0.602,1.1414,,MANUAL_VERIFIED,100.0,1
42,042_02,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q1 - With vs Without ChatGPT feedback,cognitive,apply,11.0,11.0,0.5,0.362,0.454,0.395,0.1168,0.4268,MANUAL_VERIFIED,100.0,1
42,042_03,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q2 - With vs Without ChatGPT feedback,cognitive,apply,10.0,10.0,0.675,0.265,0.35,0.428,0.8744,,MANUAL_VERIFIED,100.0,1
42,042_04,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q3 - With vs Without ChatGPT feedback,cognitive,apply,11.0,11.0,0.636,0.234,0.295,0.101,1.8202,,MANUAL_VERIFIED,100.0,1
42,042_05,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024.0,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q4 - With vs Without ChatGPT feedback,cognitive,apply,10.0,10.0,0.5,0.289,0.35,0.316,0.4741,,MANUAL_VERIFIED,100.0,1
43,043_01,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,knowledge activation,cognitive,apply,15.0,15.0,670.85,330.53,220.9,104.03,1.7867,0.4319,VERIFIED,100.0,1
43,043_02,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,online collaborative learning performance,cognitive,evaluate,15.0,15.0,86.8,4.43,79.0,4.3,1.7385,0.4286,VERIFIED,100.0,1
43,043_03,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024.0,Haixin Liu,critical thinking,cognitive,evaluate,15.0,15.0,4.27,0.42,3.51,0.32,1.9805,0.4458,VERIFIED,100.0,1
44,044_01,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9.0,11.0,9.816,5.553,30.303,13.288,-1.8557,0.5368,OCR_VERIFIED,100.0,1
44,044_02,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9.0,11.0,42.593,18.166,30.303,13.288,0.7524,0.4649,OCR_VERIFIED,100.0,1
44,044_03,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024.0,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,attitudes toward using ChatGPT for learning mathematics,affective,,,,,,,,,,OCR_VERIFIED,100.0,1
45,045_01,ENHANCING WRITING COMPREHENSION IN L2 ARABIC LEARNERS THROUGH AI-BASED TRANSLANGUAGING CHATBOTS,2024.0,Nely Rahmawati Zaimah; Fatchiatuzahro Fatchiatuzahro; Eko Hartanto,Arabic Writing Comprehension,cognitive,create,,,6.918,0.862,5.542,0.903,,,OCR_VERIFIED,100.0,1
46,046_01,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Intrinsic motivation,metacognitive,,31.0,30.0,18.9,2.82,16.1,2.55,1.0273,0.2725,MANUAL_VERIFIED,100.0,1
46,046_02,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Identified regulation,metacognitive,,31.0,30.0,19.1,3.5,17.8,2.53,0.4192,0.2589,MANUAL_VERIFIED,100.0,1
46,046_03,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,External regulation,metacognitive,,31.0,30.0,18.1,1.53,17.3,2.26,0.4105,0.2588,MANUAL_VERIFIED,100.0,1
46,046_04,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Amotivation,metacognitive,,31.0,30.0,8.53,2.73,12.0,2.73,-1.2548,0.2802,MANUAL_VERIFIED,100.0,1
46,046_05,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Cognitive engagement,metacognitive,,31.0,30.0,34.5,2.58,27.4,2.72,2.6453,0.3506,MANUAL_VERIFIED,100.0,1
46,046_06,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Behavioral engagement,metacognitive,,31.0,30.0,20.1,1.71,17.4,1.33,1.7365,0.3005,MANUAL_VERIFIED,100.0,1
46,046_07,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Emotional engagement,metacognitive,,31.0,30.0,13.5,1.21,12.8,1.53,0.502,0.2601,MANUAL_VERIFIED,100.0,1
46,046_08,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Self-efficacy,metacognitive,,31.0,30.0,31.2,3.9,25.8,4.16,1.3229,0.2827,MANUAL_VERIFIED,100.0,1
46,046_09,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Critical thinking,cognitive,analyze,31.0,30.0,17.3,2.19,13.8,2.0,1.6464,0.2963,MANUAL_VERIFIED,100.0,1
46,046_10,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Problem-solving,cognitive,apply,31.0,30.0,15.9,2.01,13.1,1.96,1.3922,0.2854,MANUAL_VERIFIED,100.0,1
46,046_11,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Creativity,cognitive,create,31.0,30.0,11.0,1.18,10.1,1.07,0.7882,0.2659,MANUAL_VERIFIED,100.0,1
46,046_12,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Chemistry knowledge,cognitive,understand,31.0,30.0,79.7,6.77,74.7,8.55,0.6413,0.2626,MANUAL_VERIFIED,100.0,1
